"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"14.03.2020","10,1300","10,9005","11,2319","9,8925","5,35M","-7,32%"
"13.03.2020","10,9295","9,2834","11,3649","6,4039","11,66M","17,75%"
"12.03.2020","9,2820","16,5611","16,5995","8,9998","8,80M","-43,96%"
"11.03.2020","16,5624","16,8348","17,1240","15,4330","2,58M","-1,64%"
"10.03.2020","16,8392","16,6000","17,4364","16,3528","3,45M","1,45%"
"09.03.2020","16,5989","16,9105","17,4710","15,6328","4,05M","-1,83%"
"08.03.2020","16,9080","20,2401","20,2442","16,7466","3,47M","-16,48%"
"07.03.2020","20,2431","21,3415","21,4389","19,7297","2,38M","-5,19%"
"06.03.2020","21,3516","20,6941","21,7513","20,6940","3,23M","2,80%"
"05.03.2020","20,7703","19,9413","21,4402","19,9413","3,09M","4,11%"
"04.03.2020","19,9500","19,7290","20,2510","19,5328","2,41M","1,34%"
"03.03.2020","19,6869","19,8719","20,3812","19,3156","2,55M","-1,16%"
"02.03.2020","19,9170","18,8999","20,0686","18,7751","3,27M","5,16%"
"01.03.2020","18,9395","19,2300","19,8948","18,5000","2,39M","-1,63%"
"29.02.2020","19,2534","19,0274","20,2782","18,8326","3,57M","1,26%"
"28.02.2020","19,0136","19,1735","19,7551","17,9463","3,10M","-0,89%"
"27.02.2020","19,1845","18,6678","19,6404","17,7368","3,02M","2,48%"
"26.02.2020","18,7199","20,3035","20,5002","18,0492","3,77M","-7,93%"
"25.02.2020","20,3317","22,0956","22,0956","20,1615","2,34M","-7,87%"
"24.02.2020","22,0685","22,8230","23,2446","21,5000","2,30M","-3,45%"
"23.02.2020","22,8569","21,9405","22,9434","21,9405","3,05M","4,07%"
"22.02.2020","21,9633","22,1645","22,3332","21,5311","2,14M","-1,00%"
"21.02.2020","22,1862","22,1621","22,8525","21,7966","2,99M","0,12%"
"20.02.2020","22,1593","22,3398","22,6429","21,0786","2,37M","-0,73%"
"19.02.2020","22,3226","24,0821","24,3189","21,8291","2,16M","-7,31%"
"18.02.2020","24,0818","23,4654","24,4587","22,8133","3,01M","2,78%"
"17.02.2020","23,4300","23,2943","23,5773","21,5832","3,21M","0,19%"
"16.02.2020","23,3856","24,2354","25,2476","21,8105","3,75M","-3,52%"
"15.02.2020","24,2378","26,3613","26,4698","23,5349","3,36M","-8,10%"
"14.02.2020","26,3749","25,4444","26,5019","25,0424","3,25M","3,58%"
"13.02.2020","25,4635","26,4274","27,1763","24,6779","3,64M","-3,63%"
"12.02.2020","26,4218","25,6787","26,8898","25,3644","2,96M","2,87%"
"11.02.2020","25,6843","25,1121","25,7300","24,1681","3,51M","2,32%"
"10.02.2020","25,1015","24,3863","25,7800","23,3512","4,79M","3,09%"
"09.02.2020","24,3493","21,7785","24,3667","21,7785","2,85M","11,74%"
"08.02.2020","21,7917","22,0262","22,1900","20,9146","2,21M","-1,22%"
"07.02.2020","22,0602","20,6618","22,5220","20,5200","3,19M","6,74%"
"06.02.2020","20,6676","19,2268","20,8283","19,0516","2,80M","7,30%"
"05.02.2020","19,2619","18,1796","19,4521","18,1637","2,07M","5,94%"
"04.02.2020","18,1822","18,4628","18,6158","17,8701","1,22M","-1,50%"
"03.02.2020","18,4595","18,4219","18,8493","18,2000","1,32M","0,21%"
"02.02.2020","18,4200","18,2520","18,7701","17,8918","1,56M","0,84%"
"01.02.2020","18,2666","18,2839","18,5865","18,0390","1,51M","0,20%"
"31.01.2020","18,2306","18,5560","18,8514","17,8097","1,65M","-1,77%"
"30.01.2020","18,5600","17,8887","18,7000","17,7000","1,79M","3,61%"
"29.01.2020","17,9134","18,0563","18,4400","17,8396","1,45M","-0,62%"
"28.01.2020","18,0256","17,6806","18,1542","17,4736","1,91M","2,01%"
"27.01.2020","17,6700","17,4845","17,8950","17,2349","1,56M","1,07%"
"26.01.2020","17,4827","16,9101","17,4827","16,8483","1,62M","3,10%"
"25.01.2020","16,9576","17,1133","17,1133","16,5733","1,21M","-0,45%"
"24.01.2020","17,0349","17,0817","17,4415","16,4509","1,41M","-0,21%"
"23.01.2020","17,0716","17,8269","17,8269","16,7478","1,36M","-4,27%"
"22.01.2020","17,8339","18,1102","18,4000","17,6013","1,61M","-1,55%"
"21.01.2020","18,1150","17,3085","18,2000","17,2268","1,92M","4,60%"
"20.01.2020","17,3183","17,3857","17,5460","16,8154","1,58M","-0,25%"
"19.01.2020","17,3623","17,7676","18,4772","16,6688","2,13M","-2,46%"
"18.01.2020","17,8007","18,0400","18,3500","17,4702","1,90M","-1,56%"
"17.01.2020","18,0834","17,0437","18,4440","17,0437","2,74M","6,01%"
"16.01.2020","17,0583","17,6255","17,6740","16,3311","1,84M","-3,33%"
"15.01.2020","17,6466","16,5261","18,1723","16,2780","3,04M","5,99%"
"14.01.2020","16,6500","15,1736","16,9094","15,1736","2,71M","9,75%"
"13.01.2020","15,1705","15,3400","15,3572","14,9295","1,52M","-1,04%"
"12.01.2020","15,3300","14,9177","15,4517","14,8100","2,04M","2,59%"
"11.01.2020","14,9423","15,0389","15,3200","14,7452","1,40M","-0,83%"
"10.01.2020","15,0678","14,3796","15,0882","14,1104","1,57M","4,91%"
"09.01.2020","14,3630","14,5299","14,5813","14,2100","1,07M","-1,12%"
"08.01.2020","14,5259","15,0110","15,3117","14,2046","1,50M","-3,26%"
"07.01.2020","15,0157","14,9684","15,1666","14,4645","1,46M","0,46%"
"06.01.2020","14,9471","14,0532","14,9863","14,0201","1,63M","6,53%"
"05.01.2020","14,0308","13,8036","14,3100","13,7992","1,46M","1,60%"
"04.01.2020","13,8092","13,6393","13,8658","13,5288","1,23M","1,17%"
"03.01.2020","13,6500","13,0102","13,7469","12,9809","1,46M","4,91%"
"02.01.2020","13,0109","13,7068","13,7281","12,9853","971,73K","-5,01%"
"01.01.2020","13,6970","13,7122","13,8631","13,6520","939,31K","-0,13%"
